"Month","Tmin","Tmax","Dynamic_Model","GDH"
10,-6,1,0.12936665401047,0
10,-6,2,0.35530330187956,0
10,-6,3,0.565574828354618,0
10,-6,4,0.596875775701135,0
10,-6,5,0.62597641474489,0.276247904496534
10,-6,6,0.645186771491082,1.48852570697218
10,-6,7,0.661145578847031,3.92331659918032
10,-6,8,0.661098457511573,7.69299541763632
10,-6,9,0.679953524933445,12.8206003369971
10,-6,10,0.675567164675298,19.2877279806545
10,-6,11,0.66950481725436,27.0142283607496
10,-6,12,0.669054481277094,35.8921555322707
10,-6,13,0.650995477620217,45.7858484814206
10,-6,14,0.618542291123712,56.5383812623854
10,-6,15,0.596198062841507,67.9714875266564
10,-6,16,0.582991293170057,79.8938471547534
10,-6,17,0.552547737139901,92.109670422478
10,-6,18,0.524672434620651,104.419207378369
10,-6,19,0.492720245289695,116.618706929529
10,-6,20,0.461541497374536,128.509574156414
10,-6,21,0.352487941265299,139.904446144617
10,-6,22,0.258713085773749,150.631571669231
10,-6,23,0.126314207992873,160.528563251711
10,-6,24,0.0445780956728158,169.450812383052
10,-6,25,0,177.2767648527
10,-6,26,0,179.003732127218
10,-6,27,0,175.825054280694
10,-6,28,0,170.293093577613
10,-6,29,0,163.166672218851
10,-6,30,0,154.289810657695
10,-5,-5,6.20800965265855e-05,0
10,-5,-4,0.000156356028834763,0
10,-5,-3,0.000523821847356703,0
10,-5,-2,0.00205433657636651,0
10,-5,-1,0.00858180146848411,0
10,-5,0,0.0357746108778372,0
10,-5,1,0.134240828549998,0
10,-5,2,0.365735198256546,0
10,-5,3,0.574850501263495,0
10,-5,4,0.610251743441403,0
10,-5,5,0.643939421088053,0.289403288737491
10,-5,6,0.65547439707395,1.55623713580787
10,-5,7,0.667469784127596,4.0863990154041
10,-5,8,0.68262468396797,7.98335571009604
10,-5,9,0.687618883368462,13.274424240129
10,-5,10,0.680719811632667,19.9259704745151
10,-5,11,0.6853125179395,27.8535691437562
10,-5,12,0.673989349804451,36.9464900782185
10,-5,13,0.652102871316862,47.0652085512621
10,-5,14,0.625929696781525,58.0452747191828
10,-5,15,0.60708507233512,69.7046704646284
10,-5,16,0.59431890862575,81.85302761786
10,-5,17,0.565192656099045,94.2898496185428
10,-5,18,0.53129149179213,106.80793633006
10,-5,19,0.459322972912807,119.20237029453
10,-5,20,0.463511782707019,131.27800449718
10,-5,21,0.349495037787365,142.844581608496
10,-5,22,0.251173320162536,153.721147343599
10,-5,23,0.120474823582481,163.744781703951
10,-5,24,0.0661304361791109,172.775743783865
10,-5,25,0,180.698833000305
10,-5,26,0,182.411486880189
10,-5,27,0,179.180223146368
10,-5,28,0,173.588416781965
10,-5,29,0,166.283610325262
10,-5,30,0,157.234850565574
10,-4,-4,0.00030341654735145,0
10,-4,-3,0.000757168325973011,0
10,-4,-2,0.00250170377222001,0
10,-4,-1,0.00961187559722003,0
10,-4,0,0.0384245619755135,0
10,-4,1,0.140760929385491,0
10,-4,2,0.378049449258656,0
10,-4,3,0.584872817436525,0
10,-4,4,0.622857816217183,0
10,-4,5,0.660727027609869,0.304484121275434
10,-4,6,0.670068191818979,1.6330032371534
10,-4,7,0.669669931417986,4.26997409818618
10,-4,8,0.695342140250349,8.31089782860769
10,-4,9,0.696731322646948,13.78094400744
10,-4,10,0.694911917563252,20.6312108450773
10,-4,11,0.695281314759762,28.7784808448745
10,-4,12,0.680841604447174,38.1052854832056
10,-4,13,0.663833917138779,48.4650101857078
10,-4,14,0.642097956788545,59.6887552900532
10,-4,15,0.619458702666687,71.5951101237852
10,-4,16,0.596376290142508,83.9862669537923
10,-4,17,0.565957026784091,96.6553860584988
10,-4,18,0.501415107244477,109.396573674125
10,-4,19,0.471618949733646,122.005374956392
10,-4,20,0.467342556084209,134.276602874327
10,-4,21,0.345702308952276,146.016267591882
10,-4,22,0.217158704910822,157.04886582417
10,-4,23,0.131503866873353,167.216231766039
10,-4,24,0.0777616727341009,176.374594721347
10,-4,25,0,184.402352115811
10,-4,26,0,186.094230656931
10,-4,27,0,182.810885532564
10,-4,28,0,177.164611943937
10,-4,29,0,169.680904738591
10,-4,30,0,160.49155033811
10,-3,-3,0.00146245186267111,0
10,-3,-2,0.00361036107022243,0
10,-3,-1,0.0116877378287549,0
10,-3,0,0.0428948432517942,0
10,-3,1,0.150225031834835,0
10,-3,2,0.393369465139304,0
10,-3,3,0.594019579721088,0
10,-3,4,0.629330619943674,0
10,-3,5,0.67656219078752,0.32256911139414
10,-3,6,0.679640483241809,1.72266924562031
10,-3,7,0.694728710984354,4.47835408923325
10,-3,8,0.700088325746904,8.68381354950547
10,-3,9,0.701286417361637,14.3481575617796
10,-3,10,0.708219163583673,21.4191693817012
10,-3,11,0.698080744684474,29.8071777675051
10,-3,12,0.69105751927894,39.3874145078466
10,-3,13,0.680674863935802,50.0080820730753
10,-3,14,0.659625852360896,61.4997651162765
10,-3,15,0.627304370833827,73.6712053364845
10,-3,16,0.571547236117041,86.3208509440892
10,-3,17,0.540714588454187,99.2441433960089
10,-3,18,0.513355821327666,112.226627705334
10,-3,19,0.46259392861086,125.056198571536
10,-3,20,0.462894419399494,137.533379420033
10,-3,21,0.319976018686765,149.467064596664
10,-3,22,0.227902993078812,160.675963380406
10,-3,23,0.153474740289264,170.995727815458
10,-3,24,0.0801832624173788,180.285116351015
10,-3,25,0,188.428552840387
10,-3,26,0,190.106855909689
10,-3,27,0,186.788219906258
10,-3,28,0,181.082048213951
10,-3,29,0,173.391529468902
10,-3,30,0,164.072482483595
10,-2,-2,0.00692292244176414,0
10,-2,-1,0.016778262136682,0
10,-2,0,0.0517740980319772,0
10,-2,1,0.165652565231275,0
10,-2,2,0.413872754589461,0
10,-2,3,0.601296865126595,0
10,-2,4,0.636641283016035,0
10,-2,5,0.678742649095467,0.345088896397847
10,-2,6,0.676442116879278,1.82909370633464
10,-2,7,0.705401737276106,4.72159584086193
10,-2,8,0.704551956908546,9.11180332649332
10,-2,9,0.709155334547648,14.9930286073599
10,-2,10,0.708873170888748,22.3092716513246
10,-2,11,0.708009717066766,30.9619265776565
10,-2,12,0.705389094092144,40.8204206609891
10,-2,13,0.69089444866846,51.7299537007402
10,-2,14,0.644698548261186,63.5103531877416
10,-2,15,0.593309602571484,75.9707112450984
10,-2,16,0.546310714017914,88.9041631143616
10,-2,17,0.544796655928598,102.095248522677
10,-2,18,0.500181112404504,115.334316251722
10,-2,19,0.465407164703472,128.410285658339
10,-2,20,0.469999181211821,141.115799012212
10,-2,21,0.334465130019661,153.25540250514
10,-2,22,0.236156826741606,164.653229703558
10,-2,23,0.158058222316342,175.144771570152
10,-2,24,0.08097687444068,184.583933673643
10,-2,25,0,192.848496529516
10,-2,26,0,194.500834344996
10,-2,27,0,191.13962554614
10,-2,28,0,185.370663040004
10,-2,29,0,177.462815301601
10,-2,30,0,168.049961686015
10,-1,-1,0.0315899315741219,0
10,-1,0,0.0728447224290637,0
10,-1,1,0.19473816548,0
10,-1,2,0.44420686933116,0
10,-1,3,0.610100242361579,0
10,-1,4,0.644504193990395,0
10,-1,5,0.698851213540771,0.373718269231893
10,-1,6,0.705068952653584,1.95627326687695
10,-1,7,0.711261736319481,5.01079564761923
10,-1,8,0.716511333565854,9.60929572292262
10,-1,9,0.71719042206478,15.73720744115
10,-1,10,0.723773194234953,23.3279646636912
10,-1,11,0.726460036214834,32.2762903428021
10,-1,12,0.711619923494753,42.444989454152
10,-1,13,0.671333253367801,53.6709760582818
10,-1,14,0.650998796653062,65.7716574072688
10,-1,15,0.589682681362175,78.5442457125074
10,-1,16,0.598216140016546,91.7836842161008
10,-1,17,0.543073731951515,105.273806087121
10,-1,18,0.525907821359298,118.795437518938
10,-1,19,0.464843861141158,132.138151344809
10,-1,20,0.467248761620421,145.09435150727
10,-1,21,0.318033393678346,157.4637708266
10,-1,22,0.238822742435684,169.062641847266
10,-1,23,0.164989072700611,179.728187931561
10,-1,24,0.0736066183976672,189.319406977138
10,-1,25,0,197.714638521305
10,-1,26,0,199.354471184618
10,-1,27,0,195.949808001074
10,-1,28,0,190.109568893661
10,-1,29,0,181.945522754404
10,-1,30,0,172.457076867165
10,0,0,0.129224741976858,0
10,0,1,0.257036680113911,0
10,0,2,0.494471096180974,0
10,0,3,0.623162713216305,0
10,0,4,0.659054405586031,0
10,0,5,0.70514553319157,0.409990208678851
10,0,6,0.714894724432059,2.11342925638865
10,0,7,0.72450484789785,5.35983761326401
10,0,8,0.724216791944088,10.2015437107738
10,0,9,0.736082021106242,16.6123986239749
10,0,10,0.740502995220313,24.5168387009895
10,0,11,0.720284231111671,33.7992470979488
10,0,12,0.696752583371315,44.3159506267733
10,0,13,0.68633726018804,55.8935518284317
10,0,14,0.66840442037824,68.3466331893117
10,0,15,0.627583358602166,81.4694969788316
10,0,16,0.577126741722674,95.0499775414044
10,0,17,0.515310524141732,108.869810410468
10,0,18,0.495780260867665,122.704297837964
10,0,19,0.473248172186821,136.335418021296
10,0,20,0.439450107189418,149.556234544844
10,0,21,0.306834634774212,162.167240594573
10,0,22,0.237128110308548,173.98286133135
10,0,23,0.147820941193944,184.836722040368
10,0,24,0.0677115106111475,194.584658681916
10,0,25,0,203.106199907985
10,0,26,0,204.723930028599
10,0,27,0,201.255998040059
10,0,28,0,195.29969048614
10,0,29,0,186.858728791724
10,0,30,0,177.336181380127
10,1,1,0.389420828083529,0
10,1,2,0.582077671431303,0
10,1,3,0.64209951031417,0
10,1,4,0.674852442152301,0
10,1,5,0.737416152292889,0.459220600994965
10,1,6,0.740851701478635,2.31710053248573
10,1,7,0.747381107374749,5.79569778474748
10,1,8,0.754136033062979,10.9274535936445
10,1,9,0.754679201237854,17.6717211763469
10,1,10,0.746257544225906,25.9400525756142
10,1,11,0.732910503682421,35.6054114888383
10,1,12,0.727942505000528,46.5164728778355
10,1,13,0.696127056571332,58.4956506910015
10,1,14,0.67272796121417,71.3492748149856
10,1,15,0.532895126187653,84.8636422295076
10,1,16,0.591795476179926,98.8214748441241
10,1,17,0.413473084301191,112.998963224981
10,1,18,0.490264440993392,127.169203879169
10,1,19,0.4415101142577,141.110725196069
10,1,20,0.41710482467595,154.610778675056
10,1,21,0.288125022405987,167.468779252782
10,1,22,0.222485437353791,179.499809846534
10,1,23,0.127412215284201,190.538385743172
10,1,24,0.0505448390621184,200.440870216655
10,1,25,0,209.087912353759
10,1,26,0,210.683335000089
10,1,27,0,207.141466120512
10,1,28,0,201.020341759309
10,1,29,0,192.336178085538
10,1,30,0,182.787265705091
10,2,2,0.650358636641485,0
10,2,3,0.660030941194595,0
10,2,4,0.691650126038272,0
10,2,5,0.754555279338168,0.530609885445146
10,2,6,0.762299850715645,2.59420274307339
10,2,7,0.772954515880857,6.36867441354862
10,2,8,0.769246165387633,11.8601381872398
10,2,9,0.76441796491028,19.0073501970596
10,2,10,0.765464284933842,27.7080715609021
10,2,11,0.763587969581775,37.8267578342701
10,2,12,0.739095794939959,49.1974665237759
10,2,13,0.722705632563936,61.6354494141662
10,2,14,0.691986654640873,74.9348299296031
10,2,15,0.628453896942755,88.8788225095666
10,2,16,0.602511806587065,103.242696381069
10,2,17,0.553468386868431,117.798317712539
10,2,18,0.360475306624036,132.318401087089
10,2,19,0.369155735377658,146.580128329433
10,2,20,0.318677414695833,160.369161808983
10,2,21,0.287604730343724,173.484034074591
10,2,22,0.198689733268765,185.739422872206
10,2,23,0.0962788101367578,196.969467250621
10,2,24,0.02776263605159,207.030605107884
10,2,25,0,215.803924710085
10,2,26,0,217.374975621263
10,2,27,0,213.743247529965
10,2,28,0,207.41747183602
10,2,29,0,198.509462204796
10,2,30,0,188.922284354067
10,3,3,0.673855406191368,0
10,3,4,0.70421777440431,0
10,3,5,0.772272666099614,0.651315040968626
10,3,6,0.779469540598231,3.01572456985629
10,3,7,0.784497459225599,7.1953878867064
10,3,8,0.774121084975027,13.1574667815479
10,3,9,0.76210756002198,20.814615648903
10,3,10,0.747327238657314,30.0421657242934
10,3,11,0.740385420252256,40.6889899129145
10,3,12,0.716941401898072,52.5810996636356
10,3,13,0.671448254292095,65.5244592891099
10,3,14,0.658994307259418,79.3094555536361
10,3,15,0.622453940537648,93.7151009800056
10,3,16,0.580104572404084,108.513279543098
10,3,17,0.432290001821897,123.47276502624
10,3,18,0.370079230473318,138.363452589871
10,3,19,0.357386644148519,152.960576080945
10,3,20,0.244116605074992,167.048840966008
10,3,21,0.191806039001402,180.426158191257
10,3,22,0.140271698888796,192.90716833131
10,3,23,0.109954813960245,204.326428192796
10,3,24,0,214.541188410171
10,3,25,0,223.433706114057
10,3,26,0,224.971617980856
10,3,27,0,221.222918329993
10,3,28,0,214.654290749498
10,3,29,0,205.534851365102
10,3,30,0,195.863142517847
10,4,4,0.734461251188392,0
10,4,5,0.784117583297961,0.971829259555772
10,4,6,0.782520590849375,3.87147665646698
10,4,7,0.7844294362303,8.6517153596392
10,4,8,0.777271431421605,15.2348092721813
10,4,9,0.772069345716312,23.5139559232857
10,4,10,0.764834091797866,33.3552668507289
10,4,11,0.751381738863009,44.6002467673148
10,4,12,0.734198515254365,57.0687230940914
10,4,13,0.711147918696624,70.5621687059495
10,4,14,0.686706319184213,84.8673531461109
10,4,15,0.662207273022472,99.7602512764262
10,4,16,0.633031314884646,115.010133465099
10,4,17,0.583596870301672,130.383758068133
10,4,18,0.553007065008569,145.649585200085
10,4,19,0.53452630222346,160.581930645967
10,4,20,0.374144997684125,174.964980238658
10,4,21,0.26310348141158,188.596588081583
10,4,22,0.132299385008317,201.291786568964
10,4,23,0.0812740265205789,212.88594214929
10,4,24,0,223.237498066764
10,4,25,0,232.230253749202
10,4,26,0,233.71463682663
10,4,27,0,229.808847773865
10,4,28,0,222.94870824512
10,4,29,0,213.621849879315
10,4,30,0,203.73462328838
10,5,5,0.803177024214958,2.81463179126761
10,5,6,0.817723946904199,6.40936183473613
10,5,7,0.825744823626251,11.8745074853649
10,5,8,0.827666653240788,19.1280922505346
10,5,9,0.825765907643815,28.0592315206804
10,5,10,0.824242948098577,38.5301593139767
10,5,11,0.818604922456229,50.378750912584
10,5,12,0.80873946451836,63.421492358538
10,5,13,0.78986730238832,77.4568390957373
10,5,14,0.752672157294191,92.2688985197932
10,5,15,0.713043158906699,107.631364980006
10,5,16,0.666675978298962,123.311630991014
10,5,17,0.588132299475159,139.074995150069
10,5,18,0.534267065035926,154.688885582672
10,5,19,0.432109948681633,169.927017685293
10,5,20,0.294854863212088,184.573406496982
10,5,21,0.212904184656363,198.426157176843
10,5,22,0.118287878550313,211.300961724473
10,5,23,0.02783018591873,223.034236157729
10,5,24,0,233.485839730169
10,5,25,0,242.541326276742
10,5,26,0,243.928189728748
10,5,27,0,239.813477636733
10,5,28,0,232.593209982467
10,5,29,0,223.053016691428
10,5,30,0,212.839851524074
10,6,6,0.83652178454714,11.1956529418925
10,6,7,0.84533362467383,17.3329616783197
10,6,8,0.845379436823513,25.2414579742463
10,6,9,0.842077045534747,34.8062468955732
10,6,10,0.836150176345796,45.885772300112
10,6,11,0.825280198039386,58.3143821609461
10,6,12,0.808113775381056,71.9053371049002
10,6,13,0.776919235743472,86.4542039042423
10,6,14,0.734267822068839,101.742568200931
10,6,15,0.705371206753696,117.54199459864
10,6,16,0.622903457573103,133.618157550777
10,6,17,0.573836127482405,149.73506329581
10,6,18,0.523762115231362,165.659281506177
10,6,19,0.378296043868324,181.164105353316
10,6,20,0.280546240778695,196.033560345244
10,6,21,0.17533219587723,210.066185528128
10,6,22,0.0812790440214658,223.07851539082
10,6,23,0,234.908196972093
10,6,24,0,245.41668411657
10,6,25,0,254.491459403291
10,6,26,0,255.709509630804
10,6,27,0,251.3494312397
10,6,28,0,243.676917113785
10,6,29,0,233.93205099851
10,6,30,0,223.288589455462
10,7,7,0.851993285569835,24.9558452885904
10,7,8,0.848090972717507,33.4986353824019
10,7,9,0.842418261345172,43.673819584772
10,7,10,0.835444390863869,55.3361510830916
10,7,11,0.818847668034667,68.3165643328505
10,7,12,0.798350472570384,82.4252216545911
10,7,13,0.767129010192988,97.4549404688209
10,7,14,0.717937788566295,113.184934978532
10,7,15,0.656710047614804,129.384800039585
10,7,16,0.594443092764765,145.818660332988
10,7,17,0.544250537912852,162.249404861757
10,7,18,0.472523794655325,178.442925298856
10,7,19,0.327062411423645,194.172276839694
10,7,20,0.230810059711016,209.221681957574
10,7,21,0.111155121747721,223.390300785324
10,7,22,0,236.495696681032
10,7,23,0,248.37693177965
10,7,24,0,258.897234856003
10,7,25,0,267.946192473644
10,7,26,0,268.932348535508
10,7,27,0,264.277597674224
10,7,28,0,256.080091450923
10,7,29,0,246.111865959535
10,7,30,0,234.942937640361
10,8,8,0.839579793175755,43.7878288723693
10,8,9,0.834964182021933,54.545268509405
10,8,10,0.824157315676536,66.7598438171235
10,8,11,0.806989428185928,80.259200678186
10,8,12,0.781378962803811,94.8505407906526
10,8,13,0.741405415692425,110.324081482586
10,8,14,0.689741951014686,126.456825084645
10,8,15,0.611668641920763,143.016565220412
10,8,16,0.555275864625618,159.766052829836
10,8,17,0.501530928019555,176.467241736115
10,8,18,0.374176836856405,192.885532159732
10,8,19,0.261833380868046,208.793930801318
10,8,20,0.132017214173837,223.977047951176
10,8,21,0.0151569470767403,238.234855497858
10,8,22,0,251.386134629755
10,8,23,0,263.271548349993
10,8,24,0,273.756281525584
10,8,25,0,282.732199910568
10,8,26,0,283.423882571904
10,8,27,0,278.415397918163
10,8,28,0,269.653253494604
10,8,29,0,259.320860323274
10,8,30,0,247.62868244696
10,9,9,0.828602678129884,67.2709282988837
10,9,10,0.806908754241138,80.0027140537862
10,9,11,0.789085117793307,93.9838270384567
10,9,12,0.757729761887574,109.018655937002
10,9,13,0.703780130971395,124.894976485527
10,9,14,0.646835481318821,141.387747217853
10,9,15,0.564871627601388,158.263136774226
10,9,16,0.504246741107954,175.282705305563
10,9,17,0.419850507397475,192.207659587858
10,9,18,0.282166594595922,208.803100144731
10,9,19,0.142176858922401,224.842178985541
10,9,20,0.00758014018952188,240.110088493799
10,9,21,0,254.407805504895
10,9,22,0,267.555519620103
10,9,23,0,279.395681212176
10,9,24,0,289.795612254487
10,9,25,0,298.649631893408
10,9,26,0,298.983236841711
10,9,27,0,293.505110539127
10,9,28,0,284.191497592179
10,9,29,0,273.345228387699
10,9,30,0,261.156182406155
10,10,10,0.783244720619867,94.8805699315991
10,10,11,0.760790780653466,109.302294749246
10,10,12,0.721831380462254,124.737630449885
10,10,13,0.663440155383831,140.972078152626
10,10,14,0.566554723524536,157.778728370986
10,10,15,0.503798365762446,174.922307899027
10,10,16,0.46024440938714,192.163375092767
10,10,17,0.285046468553087,209.262582982675
10,10,18,0.119104170287947,225.984928426819
10,10,19,0,242.103905915386
10,10,20,0,257.405486655864
10,10,21,0,271.691847161841
10,10,22,0,284.784776662413
10,10,23,0,296.528699138757
10,10,24,0,306.793253546317
10,10,25,0,315.475384636586
10,10,26,0,315.386039155792
10,10,27,0,309.337542109292
10,10,28,0,299.467857769313
10,10,29,0,287.981743349871
10,10,30,0,275.299531898096
10,11,11,0.726289236770784,126
10,11,12,0.675329690971801,141.789506379149
10,11,13,0.598425847756891,158.334264902328
10,11,14,0.502736731638937,175.405680674203
10,11,15,0.454481193412131,192.767227768673
10,11,16,0.238397687679841,210.178656854684
10,11,17,0.048031660461354,227.40026473469
10,11,18,0,244.197143934498
10,11,19,0,260.343330976114
10,11,20,0,275.625774075088
10,11,21,0,289.848044686593
10,11,22,0,302.833722504086
10,11,23,0,314.429390084506
10,11,24,0,324.507181100112
10,11,25,0,332.966835139359
10,11,26,0,332.388414869087
10,11,27,0,325.671381349262
10,11,28,0,315.236382146831
10,11,29,0,302.989647764094
10,11,30,0,289.809895254443
10,12,12,0.613674272128751,159.934061859669
10,12,13,0.501252936423812,176.738638319182
10,12,14,0.394838910904049,194.023237098885
10,12,15,0.103794958893018,211.550273721215
10,12,16,0,229.078889418798
10,12,17,0,246.369225508519
10,12,18,0,263.186671812601
10,12,19,0,279.306007796992
10,12,20,0,294.515357298341
10,12,21,0,308.619881482369
10,12,22,0,321.445139941035
10,12,23,0,332.840056485787
10,12,24,0,342.679434093572
10,12,25,0,350.8659724502
10,12,26,0,349.731232084599
10,12,27,0,342.236501757081
10,12,28,0,331.192614494615
10,12,29,0,318.129964919182
10,12,30,0,304.421363559936
10,13,13,0,195.924724643009
10,13,14,0,213.368984713509
10,13,15,0,231.007314374936
10,13,16,0,248.598446812135
10,13,17,0,265.902570803312
10,13,18,0,282.685576359918
10,13,19,0,298.723187127637
10,13,20,0,313.804900567122
10,13,21,0,327.737660793037
10,13,22,0,340.349194298871
10,13,23,0,351.490945523834
10,13,24,0,361.040557189768
10,13,25,0,368.903849388242
10,13,26,0,367.14456774612
10,13,27,0,358.745187520102
10,13,28,0,346.963176880712
10,13,29,0,333.146311192839
10,13,30,0,318.721170362198
10,14,14,0,233.168016416221
10,14,15,0,250.862284153505
10,14,16,0,268.460333558482
10,14,17,0,285.722604980374
10,14,18,0,302.415691729387
10,14,19,0,318.316462141826
10,14,20,0,333.215983649984
10,14,21,0,346.923173988105
10,14,22,0,359.268110098333
10,14,23,0,370.104932107385
10,14,24,0,379.314287787468
10,14,25,0,386.805272030226
10,14,26,0,384.349135480205
10,14,27,0,374.982489801322
10,14,28,0,362.312397511821
10,14,29,0,347.75966248504
10,14,30,0,332.396885759681
10,15,15,0,270.831983583779
10,15,16,0,288.380998285492
10,15,17,0,305.545656090214
10,15,18,0,322.093455878279
10,15,19,0,337.80260941165
10,15,20,0,352.46594774414
10,15,21,0,365.894549302964
10,15,22,0,377.921020558018
10,15,23,0,388.402367079249
